tenure,MonthlyCharges,TotalCharges,SeniorCitizen,Partner,Dependents,Contract,InternetService,PaymentMethod,PaperlessBilling,Churn
70,93.32595385958187,6510.496411827588,0,1,1,One year,Fiber optic,Mailed check,0,0
2,94.07945091533979,117.35183566123794,0,1,0,One year,Fiber optic,Bank transfer (automatic),0,0
57,23.99266482304549,1387.7942249129155,0,0,0,Two year,DSL,Bank transfer (automatic),1,0
31,19.878432608718185,642.9529297475589,0,0,0,Two year,DSL,Credit card (automatic),0,0
30,115.39354059881948,3465.077078608014,0,1,1,Month-to-month,DSL,Credit card (automatic),1,0
42,37.3382659498825,1614.2025311737968,0,1,0,One year,Fiber optic,Mailed check,1,0
6,100.2139209100103,647.7538951460159,0,1,0,One year,No,Electronic check,0,0
0,74.18506530452986,3.4916904301059306,0,0,0,Month-to-month,DSL,Mailed check,0,0
60,44.44721575369968,2696.107734874491,0,1,0,One year,DSL,Credit card (automatic),0,0
13,30.997043661881257,511.59561380540237,0,1,0,Month-to-month,DSL,Bank transfer (automatic),1,0
51,67.66772735777275,3409.9514004763546,0,1,1,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
5,58.735481162944986,332.33563232567434,0,1,0,Month-to-month,No,Electronic check,0,0
9,87.88860851170678,795.3386949201885,1,1,1,Month-to-month,Fiber optic,Electronic check,1,1
70,108.41685495477267,7641.4671749895815,1,0,0,Month-to-month,Fiber optic,Mailed check,1,0
29,98.52480869634384,2817.5450149999538,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,0
20,45.44520502048119,918.9180375029326,0,0,0,Two year,Fiber optic,Mailed check,1,0
59,105.89332184523057,6213.725982588663,0,0,0,Two year,DSL,Electronic check,0,0
62,101.33913141046041,6194.676778414234,1,0,1,Two year,Fiber optic,Credit card (automatic),0,0
41,110.91362337217683,4617.677941545172,0,1,1,Two year,DSL,Mailed check,1,0
50,63.86608210379877,3171.5809295256713,0,0,0,Two year,Fiber optic,Mailed check,0,0
63,94.85751724093984,5933.899426332167,0,1,1,One year,DSL,Bank transfer (automatic),1,0
55,77.16580655236703,4215.274587516286,0,0,0,Two year,Fiber optic,Bank transfer (automatic),0,0
40,49.05027525494833,2053.23297621881,0,0,1,One year,DSL,Bank transfer (automatic),1,0
31,117.44310025427635,3706.2624947566374,1,1,0,Two year,No,Mailed check,1,0
14,21.830746683966137,294.72056156253905,0,0,0,Month-to-month,No,Bank transfer (automatic),1,0
61,34.22725725590747,2130.9314017735296,0,0,0,One year,Fiber optic,Bank transfer (automatic),0,0
26,107.25423625318949,2734.8408319350397,0,1,0,Two year,DSL,Electronic check,1,0
27,24.05628434126335,675.6968248740077,0,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
63,106.68206673435218,6699.44199272044,0,0,0,Month-to-month,No,Credit card (automatic),1,1
58,89.52214760582008,5214.089470767463,0,0,0,Month-to-month,DSL,Electronic check,0,0
57,21.668400539454233,1166.4099777703154,0,1,0,One year,No,Mailed check,0,0
1,60.932004285417655,31.175044190788146,0,0,0,One year,Fiber optic,Mailed check,0,1
35,93.4471475002237,3279.745592448331,0,0,0,Month-to-month,No,Bank transfer (automatic),0,0
70,76.31002846307996,5350.268710214146,0,1,0,Month-to-month,No,Credit card (automatic),0,0
12,111.5871291964458,1265.904672464094,0,0,0,Two year,DSL,Electronic check,0,0
14,104.76440329119998,1418.1093655293648,0,1,0,One year,Fiber optic,Bank transfer (automatic),1,0
59,51.2647635334146,3045.791850670321,0,1,0,Month-to-month,DSL,Electronic check,0,0
21,26.462719552009034,571.0180756290408,0,1,0,Two year,DSL,Bank transfer (automatic),0,0
62,112.42570396456513,7003.167759498592,0,1,1,Month-to-month,Fiber optic,Electronic check,0,1
24,69.72867677679267,1682.998327881955,0,0,1,Month-to-month,No,Electronic check,1,0
47,25.43976243719485,1143.0091798150095,0,0,1,Two year,No,Mailed check,0,0
42,99.65756133592795,4167.925442075971,0,1,1,Two year,DSL,Electronic check,1,0
37,104.8506470685391,3906.025061216836,0,0,1,Month-to-month,DSL,Credit card (automatic),1,0
40,81.9424640176571,3227.6147136912823,0,0,0,Month-to-month,Fiber optic,Mailed check,0,0
44,62.75089656863399,2704.737992357253,1,0,0,Month-to-month,DSL,Bank transfer (automatic),0,0
39,84.21730123235727,3269.3260188509767,0,1,1,Two year,DSL,Bank transfer (automatic),1,0
16,88.66836957051235,1432.266408655963,0,0,0,Two year,No,Electronic check,0,0
56,107.30299580859679,5916.826172554795,0,1,0,Month-to-month,No,Mailed check,0,0
1,113.58616803747381,101.4616292062233,0,1,0,Month-to-month,No,Mailed check,0,1
61,69.43209323909113,4261.28562268491,0,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
8,97.84945335265625,818.5636187306143,0,0,1,Two year,Fiber optic,Credit card (automatic),1,0
67,114.45095559916548,7618.025535396606,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
16,33.1243338146966,548.586333234834,0,1,1,Month-to-month,DSL,Mailed check,0,0
49,19.82679816096767,1021.1977856651887,0,1,1,One year,No,Mailed check,1,0
39,104.8963772848294,4121.293972692402,0,0,0,Month-to-month,DSL,Bank transfer (automatic),0,0
57,37.52733332471608,2118.4632127524724,0,1,1,Month-to-month,No,Mailed check,0,0
20,22.247876663180094,325.69742140727953,0,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
17,34.00961376574446,588.6302043305964,0,0,0,One year,DSL,Credit card (automatic),0,0
54,56.41149112437693,3125.148716092189,0,0,0,Two year,Fiber optic,Mailed check,1,0
28,39.926570159258006,1159.1470550856802,0,0,0,Month-to-month,DSL,Credit card (automatic),0,0
23,48.52536291004431,1153.8124667763334,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
16,115.52940514300464,1856.8944131160981,0,1,1,Month-to-month,Fiber optic,Electronic check,1,1
17,88.44055441625751,1548.3285466043246,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
41,89.2191728253204,3673.1485221945013,0,1,0,Month-to-month,No,Bank transfer (automatic),1,0
44,27.46853747279228,1121.3014524888195,0,1,1,One year,DSL,Bank transfer (automatic),0,0
16,91.20983698226917,1503.936342371094,1,1,1,Two year,Fiber optic,Electronic check,1,0
13,91.93443329553048,1152.0910380305709,0,1,0,Two year,No,Bank transfer (automatic),1,0
48,83.97450184066322,4034.1377376673086,0,0,1,One year,Fiber optic,Electronic check,1,0
28,40.843629599787505,1180.581467181004,1,1,0,One year,No,Mailed check,0,0
3,60.30361790821849,143.45211631767822,0,0,0,Two year,Fiber optic,Electronic check,0,0
19,102.62764546696253,1900.652424482924,0,0,1,One year,No,Credit card (automatic),1,0
46,85.02016293406263,3934.785990426372,1,1,1,One year,No,Bank transfer (automatic),1,0
8,91.27688349999023,674.5380899425056,0,1,1,Month-to-month,No,Electronic check,0,1
26,76.73744001258089,1985.5336287684217,0,1,0,Month-to-month,No,Electronic check,0,0
14,62.95865991117785,937.839911753451,0,1,0,Month-to-month,DSL,Electronic check,1,0
18,93.90520100671083,1771.6182327690142,0,0,1,Two year,Fiber optic,Electronic check,1,0
51,24.792581436630496,1175.3401564366332,0,0,0,One year,DSL,Mailed check,1,0
25,85.31607327802641,2121.9664137005843,0,0,0,Month-to-month,DSL,Mailed check,1,0
25,117.72045078506791,3006.513734447448,1,0,1,One year,Fiber optic,Mailed check,0,0
25,96.01919294680316,2380.573909333488,0,1,0,Month-to-month,No,Bank transfer (automatic),0,0
45,47.05635115774553,2157.130118759961,0,0,0,Two year,Fiber optic,Electronic check,1,0
48,45.78194947053806,2240.898442827122,0,0,0,Month-to-month,No,Mailed check,1,0
52,84.72186105934588,4374.987840841132,0,1,1,One year,No,Bank transfer (automatic),0,0
2,107.58542570085304,236.6017759770966,0,1,1,One year,DSL,Credit card (automatic),1,0
65,75.79497408478429,4951.146319675535,0,1,0,Two year,DSL,Credit card (automatic),0,0
41,70.74022871700583,2945.8587081160617,0,0,0,One year,DSL,Bank transfer (automatic),1,0
18,34.03841338436713,531.4339528991732,0,1,0,Two year,Fiber optic,Electronic check,1,1
16,89.54569553598165,1497.3727956757828,0,1,1,Month-to-month,DSL,Electronic check,1,1
32,88.22986196378908,2857.6985457076107,0,0,0,Month-to-month,No,Credit card (automatic),1,0
48,114.69513923338477,5448.847402225686,0,1,1,Month-to-month,DSL,Electronic check,1,1
55,48.01921843056644,2634.6669203738984,0,0,0,One year,DSL,Electronic check,0,0
62,93.64454763675317,5847.853801539309,0,1,0,Month-to-month,Fiber optic,Electronic check,1,0
2,61.4065261197629,68.95770488074905,0,1,1,Month-to-month,Fiber optic,Electronic check,0,1
48,73.8472791616135,3498.441777820225,1,1,0,One year,No,Mailed check,1,0
54,99.64538556005581,5381.781221838637,1,1,1,One year,No,Mailed check,1,0
25,40.199504501897565,983.1757573790709,0,0,0,Month-to-month,No,Electronic check,0,1
71,52.286873952741495,3724.9113563295546,0,0,0,Month-to-month,DSL,Bank transfer (automatic),0,0
51,95.3308670197597,4903.022107896125,0,0,0,Two year,Fiber optic,Mailed check,1,0
6,75.0457915287861,463.88685622119516,0,1,0,One year,Fiber optic,Electronic check,1,1
45,27.24229169050702,1225.3881911390095,0,0,0,Month-to-month,DSL,Mailed check,1,0
45,61.0185866778513,2787.2135581107796,0,0,1,One year,Fiber optic,Bank transfer (automatic),0,0
15,76.66333129730164,1144.7049567298309,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
23,108.95173164450526,2468.6029424769313,0,0,1,Month-to-month,Fiber optic,Mailed check,1,0
60,36.848804993863865,2268.692389083111,0,0,0,Month-to-month,DSL,Electronic check,1,0
53,98.5952968377483,5104.617494285045,1,0,0,Two year,No,Electronic check,1,0
61,31.062448307659135,1898.0108445191318,0,1,0,Two year,Fiber optic,Credit card (automatic),0,1
0,42.22356600758072,0.0,0,0,1,Month-to-month,DSL,Electronic check,1,1
48,42.3343883490123,1985.9003558966454,0,1,0,Month-to-month,No,Bank transfer (automatic),0,0
24,105.74791959088326,2552.8791077412407,0,1,0,Month-to-month,No,Bank transfer (automatic),1,0
9,37.90176920149871,364.1015544404383,0,0,0,One year,No,Bank transfer (automatic),0,0
15,96.6960726985409,1408.9901477034964,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
57,64.18065340196199,3588.49858079659,0,0,0,Two year,Fiber optic,Credit card (automatic),1,0
71,117.90907677973108,8306.246287363287,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),1,1
28,101.90914986521054,2944.118068723978,0,0,0,One year,Fiber optic,Bank transfer (automatic),0,0
5,91.9703134447818,556.0365239887498,0,1,0,Month-to-month,No,Mailed check,1,1
15,105.07263066521955,1577.566982047998,0,0,1,Two year,Fiber optic,Electronic check,1,0
19,81.40303926050336,1478.079076941497,0,1,1,Month-to-month,DSL,Electronic check,0,0
70,102.36522565284976,7158.298243303853,0,0,0,One year,Fiber optic,Mailed check,1,0
42,44.11268473614558,1742.699114300767,0,1,0,One year,Fiber optic,Mailed check,1,0
25,27.770321110107496,709.991955061861,0,1,0,One year,No,Electronic check,1,0
70,79.59320070866687,5521.820987496862,0,1,1,Month-to-month,DSL,Electronic check,1,1
32,61.4690392663586,1906.4992642438378,1,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
25,60.64407952924319,1564.9836365711512,0,1,0,One year,DSL,Credit card (automatic),1,0
44,70.67478524300462,3101.978262040993,0,1,1,Two year,DSL,Mailed check,1,0
62,54.13826115655425,3399.856174308666,0,1,1,Month-to-month,Fiber optic,Mailed check,1,0
66,80.60595314428292,5380.338432015717,0,0,1,Month-to-month,DSL,Bank transfer (automatic),0,1
51,21.056836734762992,1069.4280920548013,1,1,1,Month-to-month,Fiber optic,Mailed check,1,0
67,114.98913418817632,7704.014079546205,0,1,1,One year,DSL,Mailed check,0,0
25,110.47089920455704,2814.6861405129057,0,0,1,One year,No,Bank transfer (automatic),0,0
1,111.52701625819336,84.58812756126547,0,1,0,One year,No,Electronic check,1,0
13,54.50034955837184,766.2362271541052,1,0,1,Month-to-month,DSL,Credit card (automatic),1,0
29,71.18909576590997,1963.3216007737492,0,0,1,Month-to-month,Fiber optic,Bank transfer (automatic),0,1
48,113.41306030575753,5426.08644178297,0,0,0,Two year,DSL,Mailed check,0,0
11,108.23460564275865,1199.942813187152,0,0,0,Month-to-month,Fiber optic,Mailed check,0,0
43,97.02444759011473,4111.801189163665,1,1,0,Month-to-month,DSL,Electronic check,1,0
32,58.73315898475924,1897.9380350071,0,0,1,One year,DSL,Credit card (automatic),1,0
12,74.43392231821734,901.8174664178923,1,1,0,Month-to-month,No,Credit card (automatic),1,0
25,97.29124742166476,2395.671560025904,1,0,0,Two year,DSL,Credit card (automatic),1,1
20,45.301199554003176,867.501605620692,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
27,80.64493682281113,2133.811219426996,0,1,1,Month-to-month,DSL,Electronic check,0,1
47,100.79343248518568,4658.964901997606,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
39,88.74547917329014,3541.5780428923927,0,1,0,One year,DSL,Electronic check,1,0
65,65.94806311910007,4276.104714555961,0,1,0,Month-to-month,DSL,Mailed check,1,0
22,76.46083595551583,1614.4915874253124,0,0,0,Two year,DSL,Electronic check,0,0
47,116.86755431457941,5486.659558675927,0,1,0,Month-to-month,DSL,Mailed check,1,0
1,78.19877946472101,90.19311377267819,1,1,0,Month-to-month,No,Electronic check,0,0
19,96.56177540186438,1793.7700882112247,0,1,0,Month-to-month,No,Credit card (automatic),1,1
58,90.66047643776626,5240.073963223284,0,0,0,Two year,No,Credit card (automatic),1,0
45,88.14906155293632,4031.90706948768,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,0
2,89.63690551140436,120.8832020177031,0,0,0,One year,DSL,Credit card (automatic),0,0
54,63.44097512814639,3396.7316338953437,0,0,1,Two year,Fiber optic,Electronic check,0,0
11,65.41601745181254,619.3051945682068,0,0,0,Month-to-month,No,Mailed check,0,0
39,64.78627373607823,2617.828722871447,0,0,0,One year,Fiber optic,Bank transfer (automatic),0,0
65,21.32546072126081,1419.0627749296514,0,1,0,Month-to-month,DSL,Bank transfer (automatic),1,0
15,42.106533033232346,629.1197381300786,0,0,0,Month-to-month,No,Electronic check,1,0
33,33.45640066498828,1068.1577171203494,0,1,0,Month-to-month,DSL,Electronic check,1,1
43,106.64450113972573,4547.313087256033,0,1,0,Two year,No,Credit card (automatic),1,0
5,45.4969366452949,214.0306178095993,1,1,1,Month-to-month,No,Credit card (automatic),1,0
63,31.844263446554038,2030.9960999149469,0,1,0,Month-to-month,No,Credit card (automatic),1,0
21,29.976693191088494,576.3314086763259,0,1,0,Month-to-month,DSL,Bank transfer (automatic),1,1
17,87.99898345521586,1472.8268785409723,0,1,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
11,18.608331091495927,247.55467135204572,0,0,0,Two year,Fiber optic,Mailed check,1,0
51,65.13044017565082,3402.109108299229,0,1,1,Month-to-month,DSL,Bank transfer (automatic),1,0
50,29.887110559819625,1521.5318075510659,0,0,0,Two year,Fiber optic,Credit card (automatic),0,0
70,102.96633776359052,7174.5323637786605,1,1,0,Two year,Fiber optic,Bank transfer (automatic),0,0
47,113.84503564524583,5342.966154191336,0,1,0,Two year,DSL,Bank transfer (automatic),1,0
18,113.87546162149036,2070.372665880647,0,1,0,Month-to-month,DSL,Bank transfer (automatic),1,0
5,62.19641089467693,296.408373590566,0,1,1,Month-to-month,DSL,Mailed check,1,1
26,82.45148244347965,2179.330287684332,0,0,0,One year,No,Bank transfer (automatic),0,0
52,77.97041365107447,4017.9592301645475,0,0,0,Month-to-month,No,Mailed check,1,0
47,53.003890138595295,2571.846932456059,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
6,62.40644914205312,370.06311553217563,1,0,0,Month-to-month,DSL,Mailed check,1,1
58,24.43236972332857,1385.5217286997567,0,1,1,Two year,Fiber optic,Credit card (automatic),0,0
68,97.56990326714872,6664.333672263549,1,1,0,Month-to-month,DSL,Mailed check,0,0
10,42.0803512154619,371.8462165658948,0,0,1,Month-to-month,Fiber optic,Electronic check,0,0
14,64.05273311363763,904.1342148810656,0,1,1,One year,Fiber optic,Mailed check,1,1
63,66.06207336166439,4231.980806237084,1,1,0,Month-to-month,No,Mailed check,0,0
2,74.07117391513182,87.31535357835077,0,0,0,Month-to-month,DSL,Credit card (automatic),1,1
68,99.787663788809,6845.130096081414,0,0,0,Month-to-month,DSL,Mailed check,0,0
22,87.18810461837496,1853.5859907097845,0,1,0,Month-to-month,No,Credit card (automatic),0,0
52,84.3063049129192,4424.95161822482,0,0,0,Month-to-month,No,Credit card (automatic),1,0
36,70.67454958049399,2496.9520228865786,0,1,1,Month-to-month,Fiber optic,Credit card (automatic),0,0
8,27.59557549465899,280.35573004837255,1,1,0,Month-to-month,DSL,Electronic check,1,0
14,58.20084716508614,786.0071963175893,0,1,0,Month-to-month,Fiber optic,Mailed check,0,0
2,113.73168512905521,209.63760485712143,1,1,0,Month-to-month,Fiber optic,Electronic check,1,1
69,117.55480752882525,8064.359649300436,1,1,0,One year,No,Credit card (automatic),0,0
16,91.04981461009183,1336.1976749800579,0,1,0,Month-to-month,Fiber optic,Mailed check,1,1
25,40.75149630746451,961.6703056506996,1,1,0,Month-to-month,DSL,Credit card (automatic),0,0
20,28.18906460033959,479.55406793074997,0,0,0,Two year,Fiber optic,Mailed check,0,1
71,59.476435904619926,4120.732665257683,0,0,0,One year,DSL,Mailed check,1,0
20,103.65719023593357,2087.8407971329825,0,0,0,Month-to-month,DSL,Mailed check,0,1
10,90.18642398950004,978.1075921154916,0,0,1,Two year,Fiber optic,Bank transfer (automatic),1,1
37,106.38922375411049,4026.2688725329235,0,0,0,One year,DSL,Bank transfer (automatic),1,0
71,79.57763146976522,5591.881969955937,0,1,1,Month-to-month,No,Bank transfer (automatic),1,0
34,31.032836458969232,1049.6205761448064,0,1,0,Two year,Fiber optic,Mailed check,0,1
13,29.47959669981641,441.47412333892163,0,0,1,Month-to-month,Fiber optic,Credit card (automatic),0,0
13,22.800230263012928,230.82301113317254,1,1,0,Two year,Fiber optic,Credit card (automatic),0,1
9,74.7079970573531,732.552193255273,0,0,1,Month-to-month,No,Bank transfer (automatic),1,0
11,42.288623662478905,526.177138226436,0,1,1,Month-to-month,No,Electronic check,0,1
37,91.43836413549505,3285.9138220641476,0,1,1,One year,No,Mailed check,1,0
33,86.62499358575073,2740.8206693148823,0,1,1,Month-to-month,Fiber optic,Credit card (automatic),1,0
40,49.811074240831694,1972.4305128006204,0,0,0,Month-to-month,DSL,Credit card (automatic),0,0
9,35.680166646406434,368.0252416663112,0,1,0,Two year,Fiber optic,Bank transfer (automatic),1,0
16,28.24003497960012,375.8542031175645,1,0,0,Month-to-month,Fiber optic,Electronic check,1,1
16,91.7315273813097,1365.7891676075817,0,1,0,Two year,DSL,Electronic check,1,0
66,63.044099542593315,4164.128912168223,0,0,0,Month-to-month,DSL,Mailed check,1,0
61,50.35299141781389,3103.170441939968,0,0,0,Two year,Fiber optic,Credit card (automatic),0,0
0,103.66530158063121,0.0,1,0,0,Month-to-month,Fiber optic,Mailed check,0,1
11,77.3613216569384,821.0518356690471,0,1,0,Month-to-month,Fiber optic,Electronic check,0,0
3,69.80023363965844,240.7351121857081,0,1,0,Month-to-month,Fiber optic,Electronic check,1,0
41,92.33791649756158,3742.358540017773,0,1,0,One year,Fiber optic,Mailed check,1,0
12,99.55831402352884,1154.956444982828,0,1,0,Month-to-month,DSL,Electronic check,0,0
3,86.60731554227195,273.68629194447095,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),0,0
68,62.00063185993527,4235.492863749819,0,1,1,Month-to-month,No,Bank transfer (automatic),0,0
18,55.929879267218745,995.5415355640899,0,0,1,Month-to-month,DSL,Electronic check,1,1
1,95.16649382727022,169.39068997219286,0,0,0,Month-to-month,Fiber optic,Credit card (automatic),0,0
11,69.7907160640286,805.1865279910004,0,1,0,One year,DSL,Electronic check,0,0
5,88.43860785173763,424.6461449333888,0,0,0,Month-to-month,DSL,Mailed check,1,0
7,107.03987890805519,684.7436376956676,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
50,109.58906347367032,5529.0243042953425,0,1,0,Two year,Fiber optic,Bank transfer (automatic),1,0
10,45.77156392405726,509.0394352609823,1,1,1,One year,Fiber optic,Bank transfer (automatic),1,0
62,36.78899502725141,2275.966378055185,1,0,1,Two year,DSL,Bank transfer (automatic),1,0
56,44.128736033683786,2485.053319955813,1,1,1,Two year,Fiber optic,Bank transfer (automatic),1,0
11,93.13717705355027,1059.5711247288034,0,0,0,Month-to-month,DSL,Bank transfer (automatic),1,1
1,55.00580360461602,135.1609837641316,0,1,0,Two year,Fiber optic,Credit card (automatic),0,0
7,35.338928084132974,291.7354713170056,1,1,0,Month-to-month,DSL,Bank transfer (automatic),1,0
10,27.83854925069693,300.63637240204025,0,1,0,Two year,No,Credit card (automatic),1,0
52,50.731318882968786,2684.516067280758,0,0,0,Month-to-month,DSL,Mailed check,1,0
9,31.61364403505113,342.07898129579735,0,0,0,Month-to-month,Fiber optic,Electronic check,1,1
7,33.637361253330695,248.99750064611175,0,0,1,One year,Fiber optic,Credit card (automatic),1,1
35,86.38839734462702,3069.4703704965013,0,1,1,Two year,Fiber optic,Bank transfer (automatic),0,0
13,19.973209566840527,225.83628164441865,0,1,0,One year,No,Mailed check,1,0
53,29.7553261625438,1628.7955752414061,0,0,1,Month-to-month,Fiber optic,Mailed check,1,1
20,102.43654912130964,2015.331098950594,0,1,0,Month-to-month,Fiber optic,Electronic check,0,1
49,102.49140850182532,4971.662457783206,0,1,0,One year,DSL,Electronic check,1,0
38,50.92434787635769,1928.6830853142255,0,1,0,Month-to-month,No,Credit card (automatic),1,1
19,26.795300836872897,442.0228154076406,1,1,0,One year,Fiber optic,Credit card (automatic),1,0
6,88.49703338072058,501.15712205826577,1,0,0,Month-to-month,DSL,Electronic check,1,1
8,54.01316877738744,451.0290410519291,0,0,0,Month-to-month,Fiber optic,Electronic check,0,0
0,22.546462720492585,13.896209748838645,1,0,1,One year,Fiber optic,Electronic check,1,0
25,33.782698129979856,876.5453815245637,0,0,0,One year,DSL,Mailed check,1,0
37,31.72148119640243,1206.4449609978624,0,1,1,Two year,No,Electronic check,0,0
37,76.91163438276622,2864.4409848518517,0,0,0,Month-to-month,Fiber optic,Mailed check,1,0
60,107.81175836035614,6426.123077907205,1,0,0,Two year,Fiber optic,Bank transfer (automatic),0,0
43,97.30720333234575,4230.37323781814,0,1,0,Two year,Fiber optic,Bank transfer (automatic),1,0
43,72.651604501723,3118.53811059189,0,0,0,Two year,DSL,Credit card (automatic),0,0
61,60.21551649274801,3685.1600721958057,0,1,0,Two year,No,Credit card (automatic),1,0
5,79.8676709068865,404.5437118808164,0,1,0,One year,Fiber optic,Electronic check,1,0
16,62.381274098008085,1076.8304260945167,0,0,1,Month-to-month,Fiber optic,Credit card (automatic),1,1
50,42.60991225763159,2070.751861089707,0,0,0,One year,Fiber optic,Bank transfer (automatic),1,0
37,85.91974553522796,3161.87439916067,0,0,0,One year,No,Credit card (automatic),1,0
23,105.3243945741321,2449.0288023402777,0,1,0,Two year,Fiber optic,Mailed check,0,0
50,55.28703306808605,2765.4470829504253,0,1,1,One year,DSL,Credit card (automatic),1,0
9,102.1538467691337,895.1497063527903,0,0,0,Two year,Fiber optic,Bank transfer (automatic),1,0
71,61.108204648349044,4242.780692060006,0,1,0,One year,Fiber optic,Bank transfer (automatic),1,0
20,58.1335943099426,1148.3253686464527,0,0,0,Month-to-month,No,Bank transfer (automatic),0,1
69,20.832435754702768,1455.5592933051696,1,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
56,87.52789013674104,4928.7375897223765,1,0,1,One year,Fiber optic,Mailed check,0,0
38,98.75025251138229,3744.105884768249,0,1,0,Month-to-month,DSL,Credit card (automatic),1,0
32,84.3556919558561,2708.280978180118,0,1,1,Month-to-month,Fiber optic,Bank transfer (automatic),1,0
58,33.13609513919435,1864.7193428923592,0,0,0,One year,Fiber optic,Credit card (automatic),1,0
17,28.32934675526431,501.06904286893956,0,1,0,One year,DSL,Electronic check,0,0
55,75.28587516185395,4141.195048523773,1,0,1,One year,Fiber optic,Mailed check,1,0
56,58.15162541846019,3264.7514906657075,0,1,0,Two year,No,Electronic check,1,0
47,60.90977834855896,2851.787377174943,0,0,1,Month-to-month,DSL,Mailed check,0,0
41,114.78002467430076,4716.622161353876,0,0,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
26,90.39226711930654,2381.929541084527,0,0,0,One year,DSL,Credit card (automatic),0,0
51,59.17877392077567,3030.89038785147,0,1,0,Two year,DSL,Mailed check,0,0
41,19.90992798417149,725.1628178025553,1,0,1,Month-to-month,DSL,Electronic check,1,0
31,21.409569785327026,677.5049357561895,0,1,1,Month-to-month,Fiber optic,Electronic check,1,1
25,86.48036956458562,2142.61587937299,0,0,0,One year,No,Credit card (automatic),0,0
24,101.77387595177639,2407.163301598421,0,1,0,Two year,Fiber optic,Mailed check,0,0
22,88.77026295496837,2020.4044339629427,0,0,0,Month-to-month,DSL,Electronic check,1,0
56,58.588775260472545,3234.3456580864313,0,1,0,Month-to-month,DSL,Electronic check,1,0
51,21.113573793056958,1035.808282618958,0,1,0,Month-to-month,Fiber optic,Mailed check,1,1
30,114.74016302352297,3330.135411342989,0,1,0,Month-to-month,DSL,Bank transfer (automatic),1,1
63,116.63360621580867,7419.942935207221,0,0,1,Month-to-month,No,Bank transfer (automatic),0,1
70,72.93645514442687,5150.10913314085,0,0,1,Month-to-month,DSL,Credit card (automatic),1,0
32,25.06709646951056,785.5356536866817,0,1,1,Month-to-month,DSL,Bank transfer (automatic),1,0
1,72.09725059144668,102.73724091539546,0,1,1,Month-to-month,Fiber optic,Credit card (automatic),1,1
17,107.23384702208084,1711.6964895601056,0,1,0,Month-to-month,Fiber optic,Electronic check,1,0
46,85.99855101282135,3979.6976353178984,0,0,1,Month-to-month,DSL,Electronic check,1,0
32,89.99892310327243,2837.112142817396,0,0,0,Two year,DSL,Bank transfer (automatic),1,0
34,26.49698374322493,984.5850721697112,0,1,1,Month-to-month,Fiber optic,Mailed check,1,0
50,28.651163703180146,1450.9353050959712,0,0,0,One year,Fiber optic,Bank transfer (automatic),0,0
17,30.734877637588525,529.0432584397639,1,0,0,Two year,No,Credit card (automatic),0,0
71,108.43768336609926,7658.040274697373,1,0,1,Month-to-month,DSL,Credit card (automatic),0,1
29,70.58496362638132,2006.2414157043058,0,0,1,Month-to-month,DSL,Mailed check,1,0
43,97.15750963929912,4207.400591421942,0,0,1,One year,Fiber optic,Electronic check,0,0
52,29.529125988360022,1494.0111550106653,0,1,1,Month-to-month,DSL,Electronic check,1,1
9,110.7642705508595,953.4093166982415,0,1,0,Month-to-month,Fiber optic,Bank transfer (automatic),1,1
51,100.11420914972102,5176.178908311894,0,0,1,Two year,DSL,Credit card (automatic),1,0
48,40.47641447753561,1957.2453977449154,0,1,1,Month-to-month,No,Credit card (automatic),1,0
10,105.41822332939535,999.3727919281764,0,0,1,One year,DSL,Mailed check,1,0
65,44.34427593968093,2909.9652638227253,0,1,0,Two year,Fiber optic,Mailed check,1,0
57,38.53398793390565,2182.4843049217616,0,0,0,Month-to-month,No,Bank transfer (automatic),1,0
35,44.42439368122123,1466.5626520268734,0,0,0,Month-to-month,No,Mailed check,0,0
32,108.99550632726093,3462.905777217563,0,0,0,One year,Fiber optic,Electronic check,1,0
46,109.55919855148696,4987.294067761308,1,1,1,Two year,No,Mailed check,1,0
12,50.89957746879688,623.5838078398261,0,1,0,Month-to-month,Fiber optic,Credit card (automatic),0,1
